NASA_Name,Canonical_Name,Canonical_Name_Status,ExoMAST_Query_Name
Kepler-1797 b,Kepler-1797 b,exact,Kepler-1797 b
Kepler-1798 b,Kepler-1798 b,exact,Kepler-1798 b
Kepler-1799 b,Kepler-1799 b,exact,Kepler-1799 b
Kepler-18 b,Kepler-18 b,exact,Kepler-18 b
Kepler-18 c,Kepler-18 c,exact,Kepler-18 c
Kepler-18 d,Kepler-18 d,exact,Kepler-18 d
Kepler-180 b,Kepler-180 b,exact,Kepler-180 b
Kepler-180 c,Kepler-180 c,exact,Kepler-180 c
Kepler-1800 b,Kepler-1800 b,exact,Kepler-1800 b
Kepler-1801 b,Kepler-1801 b,exact,Kepler-1801 b
Kepler-1801 c,Kepler-1801 c,exact,Kepler-1801 c
Kepler-1802 b,Kepler-1802 b,exact,Kepler-1802 b
Kepler-1802 c,Kepler-1802 c,exact,Kepler-1802 c
Kepler-1804 b,Kepler-1804 b,exact,Kepler-1804 b
Kepler-1805 b,Kepler-1805 b,exact,Kepler-1805 b
Kepler-1806 b,Kepler-1806 b,exact,Kepler-1806 b
Kepler-1807 b,Kepler-1807 b,exact,Kepler-1807 b
Kepler-1808 b,Kepler-1808 b,exact,Kepler-1808 b
Kepler-1809 b,Kepler-1809 b,exact,Kepler-1809 b
Kepler-181 b,Kepler-181 b,exact,Kepler-181 b
Kepler-181 c,Kepler-181 c,exact,Kepler-181 c
Kepler-1810 b,Kepler-1810 b,exact,Kepler-1810 b
Kepler-1811 b,Kepler-1811 b,exact,Kepler-1811 b
Kepler-1812 b,Kepler-1812 b,exact,Kepler-1812 b
Kepler-1813 b,Kepler-1813 b,exact,Kepler-1813 b
Kepler-1814 b,Kepler-1814 b,exact,Kepler-1814 b
Kepler-1814 c,Kepler-1814 c,exact,Kepler-1814 c
Kepler-1815 b,Kepler-1815 b,exact,Kepler-1815 b
Kepler-1816 b,Kepler-1816 b,exact,Kepler-1816 b
Kepler-1817 b,Kepler-1817 b,exact,Kepler-1817 b
Kepler-1818 b,Kepler-1818 b,exact,Kepler-1818 b
Kepler-1819 b,Kepler-1819 b,exact,Kepler-1819 b
Kepler-182 b,Kepler-182 b,exact,Kepler-182 b
Kepler-182 c,Kepler-182 c,exact,Kepler-182 c
Kepler-1820 b,Kepler-1820 b,exact,Kepler-1820 b
Kepler-1821 b,Kepler-1821 b,exact,Kepler-1821 b
Kepler-1822 b,Kepler-1822 b,exact,Kepler-1822 b
Kepler-1823 b,Kepler-1823 b,exact,Kepler-1823 b
Kepler-1824 b,Kepler-1824 b,exact,Kepler-1824 b
Kepler-1825 b,Kepler-1825 b,exact,Kepler-1825 b
Kepler-1826 b,Kepler-1826 b,exact,Kepler-1826 b
Kepler-1827 b,Kepler-1827 b,exact,Kepler-1827 b
Kepler-1828 b,Kepler-1828 b,exact,Kepler-1828 b
Kepler-1829 b,Kepler-1829 b,exact,Kepler-1829 b
Kepler-183 b,Kepler-183 b,exact,Kepler-183 b
Kepler-183 c,Kepler-183 c,exact,Kepler-183 c
Kepler-1830 b,Kepler-1830 b,exact,Kepler-1830 b
Kepler-1831 b,Kepler-1831 b,exact,Kepler-1831 b
Kepler-1832 b,Kepler-1832 b,exact,Kepler-1832 b
Kepler-1833 b,Kepler-1833 b,exact,Kepler-1833 b
Kepler-1834 b,Kepler-1834 b,exact,Kepler-1834 b
Kepler-1834 c,Kepler-1834 c,exact,Kepler-1834 c
Kepler-1835 b,Kepler-1835 b,exact,Kepler-1835 b
Kepler-1836 b,Kepler-1836 b,exact,Kepler-1836 b
Kepler-1837 b,Kepler-1837 b,exact,Kepler-1837 b
Kepler-1838 b,Kepler-1838 b,exact,Kepler-1838 b
Kepler-1839 b,Kepler-1839 b,exact,Kepler-1839 b
Kepler-184 b,Kepler-184 b,exact,Kepler-184 b
Kepler-184 c,Kepler-184 c,exact,Kepler-184 c
Kepler-184 d,Kepler-184 d,exact,Kepler-184 d
Kepler-1840 b,Kepler-1840 b,exact,Kepler-1840 b
Kepler-1841 b,Kepler-1841 b,exact,Kepler-1841 b
Kepler-1842 b,Kepler-1842 b,exact,Kepler-1842 b
Kepler-1843 b,Kepler-1843 b,exact,Kepler-1843 b
Kepler-1844 b,Kepler-1844 b,exact,Kepler-1844 b
Kepler-1845 b,Kepler-1845 b,exact,Kepler-1845 b
Kepler-1846 b,Kepler-1846 b,exact,Kepler-1846 b
Kepler-1847 b,Kepler-1847 b,exact,Kepler-1847 b
Kepler-1848 b,Kepler-1848 b,exact,Kepler-1848 b
Kepler-1849 b,Kepler-1849 b,exact,Kepler-1849 b
Kepler-185 b,Kepler-185 b,exact,Kepler-185 b
Kepler-185 c,Kepler-185 c,exact,Kepler-185 c
Kepler-1850 b,Kepler-1850 b,exact,Kepler-1850 b
Kepler-1851 b,Kepler-1851 b,exact,Kepler-1851 b
Kepler-1852 b,Kepler-1852 b,exact,Kepler-1852 b
Kepler-1853 b,Kepler-1853 b,exact,Kepler-1853 b
Kepler-1854 b,Kepler-1854 b,exact,Kepler-1854 b
Kepler-1855 b,Kepler-1855 b,exact,Kepler-1855 b
Kepler-1856 b,Kepler-1856 b,exact,Kepler-1856 b
Kepler-1857 b,Kepler-1857 b,exact,Kepler-1857 b
Kepler-1858 b,Kepler-1858 b,exact,Kepler-1858 b
Kepler-1859 b,Kepler-1859 b,exact,Kepler-1859 b
Kepler-1859 c,Kepler-1859 c,exact,Kepler-1859 c
Kepler-186 b,Kepler-186 b,exact,Kepler-186 b
Kepler-186 c,Kepler-186 c,exact,Kepler-186 c
Kepler-186 d,Kepler-186 d,exact,Kepler-186 d
Kepler-186 e,Kepler-186 e,exact,Kepler-186 e
Kepler-186 f,Kepler-186 f,exact,Kepler-186 f
Kepler-1860 b,Kepler-1860 b,exact,Kepler-1860 b
Kepler-1861 b,Kepler-1861 b,exact,Kepler-1861 b
Kepler-1862 b,Kepler-1862 b,exact,Kepler-1862 b
Kepler-1863 b,Kepler-1863 b,exact,Kepler-1863 b
Kepler-1864 b,Kepler-1864 b,exact,Kepler-1864 b
Kepler-1865 b,Kepler-1865 b,exact,Kepler-1865 b
Kepler-1866 b,Kepler-1866 b,exact,Kepler-1866 b
Kepler-1867 b,Kepler-1867 b,exact,Kepler-1867 b
Kepler-1868 b,Kepler-1868 b,exact,Kepler-1868 b
Kepler-1869 b,Kepler-1869 b,exact,Kepler-1869 b
Kepler-1869 c,Kepler-1869 c,exact,Kepler-1869 c
Kepler-187 b,Kepler-187 b,exact,Kepler-187 b
Kepler-187 c,Kepler-187 c,exact,Kepler-187 c
Kepler-1870 b,Kepler-1870 b,exact,Kepler-1870 b
Kepler-1871 b,Kepler-1871 b,exact,Kepler-1871 b
Kepler-1872 b,Kepler-1872 b,exact,Kepler-1872 b
Kepler-1873 b,Kepler-1873 b,exact,Kepler-1873 b
Kepler-1874 b,Kepler-1874 b,exact,Kepler-1874 b
Kepler-1875 b,Kepler-1875 b,exact,Kepler-1875 b
Kepler-1876 b,Kepler-1876 b,exact,Kepler-1876 b
Kepler-1877 b,Kepler-1877 b,exact,Kepler-1877 b
Kepler-1878 b,Kepler-1878 b,exact,Kepler-1878 b
Kepler-1879 b,Kepler-1879 b,exact,Kepler-1879 b
Kepler-188 b,Kepler-188 b,exact,Kepler-188 b
Kepler-188 c,Kepler-188 c,exact,Kepler-188 c
Kepler-1880 b,Kepler-1880 b,exact,Kepler-1880 b
Kepler-1881 b,Kepler-1881 b,exact,Kepler-1881 b
Kepler-1882 b,Kepler-1882 b,exact,Kepler-1882 b
Kepler-1883 b,Kepler-1883 b,exact,Kepler-1883 b
Kepler-1884 b,Kepler-1884 b,exact,Kepler-1884 b
Kepler-1885 b,Kepler-1885 b,exact,Kepler-1885 b
Kepler-1886 b,Kepler-1886 b,exact,Kepler-1886 b
Kepler-1887 b,Kepler-1887 b,exact,Kepler-1887 b
Kepler-1888 b,Kepler-1888 b,exact,Kepler-1888 b
Kepler-1889 b,Kepler-1889 b,exact,Kepler-1889 b
Kepler-189 b,Kepler-189 b,exact,Kepler-189 b
Kepler-189 c,Kepler-189 c,exact,Kepler-189 c
Kepler-1890 b,Kepler-1890 b,exact,Kepler-1890 b
Kepler-1891 b,Kepler-1891 b,exact,Kepler-1891 b
Kepler-1892 b,Kepler-1892 b,exact,Kepler-1892 b
Kepler-1893 b,Kepler-1893 b,exact,Kepler-1893 b
Kepler-1894 b,Kepler-1894 b,exact,Kepler-1894 b
Kepler-1894 c,Kepler-1894 c,exact,Kepler-1894 c
Kepler-1895 b,Kepler-1895 b,exact,Kepler-1895 b
Kepler-1896 b,Kepler-1896 b,exact,Kepler-1896 b
Kepler-1897 b,Kepler-1897 b,exact,Kepler-1897 b
Kepler-1898 b,Kepler-1898 b,exact,Kepler-1898 b
Kepler-1899 b,Kepler-1899 b,exact,Kepler-1899 b
Kepler-19 b,Kepler-19 b,exact,Kepler-19 b
Kepler-19 c,Kepler-19 c,exact,Kepler-19 c
Kepler-19 d,Kepler-19 d,exact,Kepler-19 d
Kepler-190 b,Kepler-190 b,exact,Kepler-190 b
Kepler-190 c,Kepler-190 c,exact,Kepler-190 c
Kepler-1900 b,Kepler-1900 b,exact,Kepler-1900 b
Kepler-1901 b,Kepler-1901 b,exact,Kepler-1901 b
Kepler-1902 b,Kepler-1902 b,exact,Kepler-1902 b
Kepler-1903 b,Kepler-1903 b,exact,Kepler-1903 b
Kepler-1904 b,Kepler-1904 b,exact,Kepler-1904 b
Kepler-1905 b,Kepler-1905 b,exact,Kepler-1905 b
Kepler-1906 b,Kepler-1906 b,exact,Kepler-1906 b
Kepler-1907 b,Kepler-1907 b,exact,Kepler-1907 b
Kepler-1907 c,Kepler-1907 c,exact,Kepler-1907 c
Kepler-1909 b,Kepler-1909 b,exact,Kepler-1909 b
Kepler-191 b,Kepler-191 b,exact,Kepler-191 b
Kepler-191 c,Kepler-191 c,exact,Kepler-191 c
Kepler-191 d,Kepler-191 d,exact,Kepler-191 d
Kepler-1910 b,Kepler-1910 b,exact,Kepler-1910 b
Kepler-1911 b,Kepler-1911 b,exact,Kepler-1911 b
Kepler-1912 b,Kepler-1912 b,exact,Kepler-1912 b
Kepler-1913 b,Kepler-1913 b,exact,Kepler-1913 b
Kepler-1914 b,Kepler-1914 b,exact,Kepler-1914 b
Kepler-1915 b,Kepler-1915 b,exact,Kepler-1915 b
Kepler-1916 b,Kepler-1916 b,exact,Kepler-1916 b
Kepler-1917 b,Kepler-1917 b,exact,Kepler-1917 b
Kepler-1918 b,Kepler-1918 b,exact,Kepler-1918 b
Kepler-1919 b,Kepler-1919 b,exact,Kepler-1919 b
Kepler-192 b,Kepler-192 b,exact,Kepler-192 b
Kepler-192 c,Kepler-192 c,exact,Kepler-192 c
Kepler-192 d,Kepler-192 d,exact,Kepler-192 d
Kepler-1920 b,Kepler-1920 b,exact,Kepler-1920 b
Kepler-1921 b,Kepler-1921 b,exact,Kepler-1921 b
Kepler-1921 c,Kepler-1921 c,exact,Kepler-1921 c
Kepler-1922 b,Kepler-1922 b,exact,Kepler-1922 b
Kepler-1923 b,Kepler-1923 b,exact,Kepler-1923 b
Kepler-1924 b,Kepler-1924 b,exact,Kepler-1924 b
Kepler-1925 b,Kepler-1925 b,exact,Kepler-1925 b
Kepler-1926 b,Kepler-1926 b,exact,Kepler-1926 b
Kepler-1927 b,Kepler-1927 b,exact,Kepler-1927 b
Kepler-1928 b,Kepler-1928 b,exact,Kepler-1928 b
Kepler-1929 b,Kepler-1929 b,exact,Kepler-1929 b
Kepler-193 b,Kepler-193 b,exact,Kepler-193 b
Kepler-193 c,Kepler-193 c,exact,Kepler-193 c
Kepler-1930 b,Kepler-1930 b,exact,Kepler-1930 b
Kepler-1931 b,Kepler-1931 b,exact,Kepler-1931 b
Kepler-1932 b,Kepler-1932 b,exact,Kepler-1932 b
Kepler-1933 b,Kepler-1933 b,exact,Kepler-1933 b
Kepler-1934 b,Kepler-1934 b,exact,Kepler-1934 b
Kepler-1935 b,Kepler-1935 b,exact,Kepler-1935 b
Kepler-1936 b,Kepler-1936 b,exact,Kepler-1936 b
Kepler-1937 b,Kepler-1937 b,exact,Kepler-1937 b
Kepler-1938 b,Kepler-1938 b,exact,Kepler-1938 b
Kepler-1939 b,Kepler-1939 b,exact,Kepler-1939 b
Kepler-194 b,Kepler-194 b,exact,Kepler-194 b
Kepler-194 c,Kepler-194 c,exact,Kepler-194 c
Kepler-194 d,Kepler-194 d,exact,Kepler-194 d
Kepler-1940 b,Kepler-1940 b,exact,Kepler-1940 b
Kepler-1941 b,Kepler-1941 b,exact,Kepler-1941 b
Kepler-1942 b,Kepler-1942 b,exact,Kepler-1942 b
Kepler-1943 b,Kepler-1943 b,exact,Kepler-1943 b
Kepler-1944 b,Kepler-1944 b,exact,Kepler-1944 b
Kepler-1945 b,Kepler-1945 b,exact,Kepler-1945 b
Kepler-1946 b,Kepler-1946 b,exact,Kepler-1946 b
Kepler-1947 b,Kepler-1947 b,exact,Kepler-1947 b
Kepler-1948 b,,unresolved,
Kepler-1949 b,Kepler-1949 b,exact,Kepler-1949 b
Kepler-195 b,Kepler-195 b,exact,Kepler-195 b
Kepler-195 c,Kepler-195 c,exact,Kepler-195 c
Kepler-1950 b,Kepler-1950 b,exact,Kepler-1950 b
Kepler-1951 b,Kepler-1951 b,exact,Kepler-1951 b
Kepler-1952 b,Kepler-1952 b,exact,Kepler-1952 b
Kepler-1953 b,Kepler-1953 b,exact,Kepler-1953 b
Kepler-1954 b,Kepler-1954 b,exact,Kepler-1954 b
Kepler-1955 b,Kepler-1955 b,exact,Kepler-1955 b
Kepler-1956 b,Kepler-1956 b,exact,Kepler-1956 b
Kepler-1957 b,Kepler-1957 b,exact,Kepler-1957 b
Kepler-1958 b,Kepler-1958 b,exact,Kepler-1958 b
Kepler-1959 b,Kepler-1959 b,exact,Kepler-1959 b
Kepler-196 b,Kepler-196 b,exact,Kepler-196 b
Kepler-196 c,Kepler-196 c,exact,Kepler-196 c
Kepler-196 d,Kepler-196 d,exact,Kepler-196 d
Kepler-1960 b,Kepler-1960 b,exact,Kepler-1960 b
Kepler-1961 b,Kepler-1961 b,exact,Kepler-1961 b
Kepler-1962 b,Kepler-1962 b,exact,Kepler-1962 b
Kepler-1963 b,Kepler-1963 b,exact,Kepler-1963 b
Kepler-1964 b,Kepler-1964 b,exact,Kepler-1964 b
Kepler-1965 b,Kepler-1965 b,exact,Kepler-1965 b
Kepler-1966 b,Kepler-1966 b,exact,Kepler-1966 b
Kepler-1967 b,Kepler-1967 b,exact,Kepler-1967 b
Kepler-1968 b,Kepler-1968 b,exact,Kepler-1968 b
Kepler-1969 b,Kepler-1969 b,exact,Kepler-1969 b
Kepler-197 b,Kepler-197 b,exact,Kepler-197 b
Kepler-197 c,Kepler-197 c,exact,Kepler-197 c
Kepler-197 d,Kepler-197 d,exact,Kepler-197 d
Kepler-197 e,Kepler-197 e,exact,Kepler-197 e
Kepler-1972 b,Kepler-1972 b,exact,Kepler-1972 b
Kepler-1972 c,Kepler-1972 c,exact,Kepler-1972 c
Kepler-1976 b,Kepler-1976 b,exact,Kepler-1976 b
Kepler-1977 b,Kepler-1977 b,exact,Kepler-1977 b
Kepler-1978 b,Kepler-1978 b,exact,Kepler-1978 b
Kepler-1979 b,Kepler-1979 b,exact,Kepler-1979 b
Kepler-198 b,Kepler-198 b,exact,Kepler-198 b
Kepler-198 c,Kepler-198 c,exact,Kepler-198 c
Kepler-198 d,Kepler-198 d,exact,Kepler-198 d
Kepler-1980 b,Kepler-1980 b,exact,Kepler-1980 b
Kepler-1981 b,Kepler-1981 b,exact,Kepler-1981 b
Kepler-1982 b,Kepler-1982 b,exact,Kepler-1982 b
Kepler-1983 b,Kepler-1983 b,exact,Kepler-1983 b
Kepler-1984 b,Kepler-1984 b,exact,Kepler-1984 b
Kepler-1985 b,Kepler-1985 b,exact,Kepler-1985 b
Kepler-1986 b,Kepler-1986 b,exact,Kepler-1986 b
Kepler-1987 b,Kepler-1987 b,exact,Kepler-1987 b
Kepler-1987 c,Kepler-1987 c,exact,Kepler-1987 c
Kepler-1987 d,Kepler-1987 d,exact,Kepler-1987 d
Kepler-1987 e,Kepler-1987 e,exact,Kepler-1987 e
Kepler-1988 b,Kepler-1988 b,exact,Kepler-1988 b
Kepler-1989 b,Kepler-1989 b,exact,Kepler-1989 b
Kepler-199 b,Kepler-199 b,exact,Kepler-199 b
Kepler-199 c,Kepler-199 c,exact,Kepler-199 c
Kepler-1990 b,Kepler-1990 b,exact,Kepler-1990 b
Kepler-1990 c,Kepler-1990 c,exact,Kepler-1990 c
Kepler-1991 b,Kepler-1991 b,exact,Kepler-1991 b
Kepler-1991 c,Kepler-1991 c,exact,Kepler-1991 c
Kepler-1992 b,Kepler-1992 b,exact,Kepler-1992 b
Kepler-1993 b,Kepler-1993 b,exact,Kepler-1993 b
Kepler-1994 b,Kepler-1994 b,exact,Kepler-1994 b
Kepler-1995 b,Kepler-1995 b,exact,Kepler-1995 b
Kepler-1996 b,Kepler-1996 b,exact,Kepler-1996 b
Kepler-1996 c,Kepler-1996 c,exact,Kepler-1996 c
Kepler-1997 b,Kepler-1997 b,exact,Kepler-1997 b
Kepler-1998 b,Kepler-1998 b,exact,Kepler-1998 b
Kepler-1999 b,Kepler-1999 b,exact,Kepler-1999 b
Kepler-20 b,Kepler-20 b,exact,Kepler-20 b
Kepler-20 c,Kepler-20 c,exact,Kepler-20 c
Kepler-20 d,Kepler-20 d,exact,Kepler-20 d
Kepler-20 e,Kepler-20 e,exact,Kepler-20 e
Kepler-20 f,Kepler-20 f,exact,Kepler-20 f
Kepler-20 g,Kepler-20 g,exact,Kepler-20 g
Kepler-200 b,Kepler-200 b,exact,Kepler-200 b
Kepler-200 c,Kepler-200 c,exact,Kepler-200 c
Kepler-2000 b,Kepler-2000 b,exact,Kepler-2000 b
Kepler-2000 c,Kepler-2000 c,exact,Kepler-2000 c
Kepler-2001 b,Kepler-2001 b,exact,Kepler-2001 b
Kepler-2001 c,Kepler-2001 c,exact,Kepler-2001 c
Kepler-201 b,Kepler-201 b,exact,Kepler-201 b
Kepler-201 c,Kepler-201 c,exact,Kepler-201 c
Kepler-202 b,Kepler-202 b,exact,Kepler-202 b
Kepler-202 c,Kepler-202 c,exact,Kepler-202 c
Kepler-203 b,Kepler-203 b,exact,Kepler-203 b
Kepler-203 c,Kepler-203 c,exact,Kepler-203 c
Kepler-203 d,Kepler-203 d,exact,Kepler-203 d
Kepler-204 b,Kepler-204 b,exact,Kepler-204 b
Kepler-204 c,Kepler-204 c,exact,Kepler-204 c
Kepler-205 b,Kepler-205 b,exact,Kepler-205 b
Kepler-205 c,Kepler-205 c,exact,Kepler-205 c
Kepler-206 b,Kepler-206 b,exact,Kepler-206 b
Kepler-206 c,Kepler-206 c,exact,Kepler-206 c
Kepler-206 d,Kepler-206 d,exact,Kepler-206 d
Kepler-207 b,Kepler-207 b,exact,Kepler-207 b
Kepler-207 c,Kepler-207 c,exact,Kepler-207 c
Kepler-207 d,Kepler-207 d,exact,Kepler-207 d
Kepler-208 b,Kepler-208 b,exact,Kepler-208 b
Kepler-208 c,Kepler-208 c,exact,Kepler-208 c
Kepler-208 d,Kepler-208 d,exact,Kepler-208 d
Kepler-208 e,Kepler-208 e,exact,Kepler-208 e
Kepler-209 b,Kepler-209 b,exact,Kepler-209 b
Kepler-209 c,Kepler-209 c,exact,Kepler-209 c
Kepler-21 b,Kepler-21 b,exact,Kepler-21 b
Kepler-210 b,Kepler-210 b,exact,Kepler-210 b
Kepler-210 c,Kepler-210 c,exact,Kepler-210 c
Kepler-211 b,Kepler-211 b,exact,Kepler-211 b
Kepler-211 c,Kepler-211 c,exact,Kepler-211 c
Kepler-212 b,Kepler-212 b,exact,Kepler-212 b
Kepler-212 c,Kepler-212 c,exact,Kepler-212 c
Kepler-213 b,Kepler-213 b,exact,Kepler-213 b
Kepler-213 c,Kepler-213 c,exact,Kepler-213 c
Kepler-214 b,Kepler-214 b,exact,Kepler-214 b
Kepler-214 c,Kepler-214 c,exact,Kepler-214 c
Kepler-215 b,Kepler-215 b,exact,Kepler-215 b
Kepler-215 c,Kepler-215 c,exact,Kepler-215 c
Kepler-215 d,Kepler-215 d,exact,Kepler-215 d
Kepler-215 e,Kepler-215 e,exact,Kepler-215 e
Kepler-216 b,Kepler-216 b,exact,Kepler-216 b
Kepler-216 c,Kepler-216 c,exact,Kepler-216 c
Kepler-217 b,Kepler-217 b,exact,Kepler-217 b
Kepler-217 c,Kepler-217 c,exact,Kepler-217 c
Kepler-217 d,Kepler-217 d,exact,Kepler-217 d
Kepler-218 b,Kepler-218 b,exact,Kepler-218 b
Kepler-218 c,Kepler-218 c,exact,Kepler-218 c
Kepler-218 d,Kepler-218 d,exact,Kepler-218 d
Kepler-219 b,Kepler-219 b,exact,Kepler-219 b
Kepler-219 c,Kepler-219 c,exact,Kepler-219 c
Kepler-219 d,Kepler-219 d,exact,Kepler-219 d
Kepler-22 b,Kepler-22 b,exact,Kepler-22 b
Kepler-220 b,Kepler-220 b,exact,Kepler-220 b
Kepler-220 c,Kepler-220 c,exact,Kepler-220 c
Kepler-220 d,Kepler-220 d,exact,Kepler-220 d
Kepler-220 e,Kepler-220 e,exact,Kepler-220 e
Kepler-221 b,Kepler-221 b,exact,Kepler-221 b
Kepler-221 c,Kepler-221 c,exact,Kepler-221 c
Kepler-221 d,Kepler-221 d,exact,Kepler-221 d
Kepler-221 e,Kepler-221 e,exact,Kepler-221 e
Kepler-222 b,Kepler-222 b,exact,Kepler-222 b
Kepler-222 c,Kepler-222 c,exact,Kepler-222 c
Kepler-222 d,Kepler-222 d,exact,Kepler-222 d
Kepler-223 b,Kepler-223 b,exact,Kepler-223 b
Kepler-223 c,Kepler-223 c,exact,Kepler-223 c
Kepler-223 d,Kepler-223 d,exact,Kepler-223 d
Kepler-223 e,Kepler-223 e,exact,Kepler-223 e
Kepler-224 b,Kepler-224 b,exact,Kepler-224 b
Kepler-224 c,Kepler-224 c,exact,Kepler-224 c
Kepler-224 d,Kepler-224 d,exact,Kepler-224 d
Kepler-224 e,Kepler-224 e,exact,Kepler-224 e
Kepler-225 b,Kepler-225 b,exact,Kepler-225 b
Kepler-225 c,Kepler-225 c,exact,Kepler-225 c
Kepler-226 b,Kepler-226 b,exact,Kepler-226 b
Kepler-226 c,Kepler-226 c,exact,Kepler-226 c
Kepler-226 d,Kepler-226 d,exact,Kepler-226 d
Kepler-227 b,Kepler-227 b,exact,Kepler-227 b
Kepler-227 c,Kepler-227 c,exact,Kepler-227 c
Kepler-228 b,Kepler-228 b,exact,Kepler-228 b
Kepler-228 c,Kepler-228 c,exact,Kepler-228 c
Kepler-228 d,Kepler-228 d,exact,Kepler-228 d
Kepler-229 b,Kepler-229 b,exact,Kepler-229 b
Kepler-229 c,Kepler-229 c,exact,Kepler-229 c
Kepler-229 d,Kepler-229 d,exact,Kepler-229 d
Kepler-23 b,Kepler-23 b,exact,Kepler-23 b
Kepler-23 c,Kepler-23 c,exact,Kepler-23 c
Kepler-23 d,Kepler-23 d,exact,Kepler-23 d
Kepler-230 b,Kepler-230 b,exact,Kepler-230 b
Kepler-230 c,Kepler-230 c,exact,Kepler-230 c
Kepler-231 b,Kepler-231 b,exact,Kepler-231 b
Kepler-231 c,Kepler-231 c,exact,Kepler-231 c
Kepler-232 b,Kepler-232 b,exact,Kepler-232 b
Kepler-232 c,Kepler-232 c,exact,Kepler-232 c
Kepler-233 b,Kepler-233 b,exact,Kepler-233 b
Kepler-233 c,Kepler-233 c,exact,Kepler-233 c
Kepler-234 b,Kepler-234 b,exact,Kepler-234 b
Kepler-234 c,Kepler-234 c,exact,Kepler-234 c
Kepler-235 b,Kepler-235 b,exact,Kepler-235 b
Kepler-235 c,Kepler-235 c,exact,Kepler-235 c
Kepler-235 d,Kepler-235 d,exact,Kepler-235 d
Kepler-235 e,Kepler-235 e,exact,Kepler-235 e
Kepler-236 b,Kepler-236 b,exact,Kepler-236 b
Kepler-236 c,Kepler-236 c,exact,Kepler-236 c
Kepler-237 b,Kepler-237 b,exact,Kepler-237 b
Kepler-237 c,Kepler-237 c,exact,Kepler-237 c
Kepler-238 b,Kepler-238 b,exact,Kepler-238 b
Kepler-238 c,Kepler-238 c,exact,Kepler-238 c
Kepler-238 d,Kepler-238 d,exact,Kepler-238 d
Kepler-238 e,Kepler-238 e,exact,Kepler-238 e
Kepler-238 f,Kepler-238 f,exact,Kepler-238 f
Kepler-239 b,Kepler-239 b,exact,Kepler-239 b
Kepler-239 c,Kepler-239 c,exact,Kepler-239 c
Kepler-24 b,Kepler-24 b,exact,Kepler-24 b
Kepler-24 c,Kepler-24 c,exact,Kepler-24 c
Kepler-24 d,Kepler-24 d,exact,Kepler-24 d
Kepler-24 e,Kepler-24 e,exact,Kepler-24 e
Kepler-240 b,Kepler-240 b,exact,Kepler-240 b
Kepler-240 c,Kepler-240 c,exact,Kepler-240 c
Kepler-241 b,Kepler-241 b,exact,Kepler-241 b
Kepler-241 c,Kepler-241 c,exact,Kepler-241 c
Kepler-242 b,Kepler-242 b,exact,Kepler-242 b
Kepler-242 c,Kepler-242 c,exact,Kepler-242 c
Kepler-243 b,Kepler-243 b,exact,Kepler-243 b
Kepler-243 c,Kepler-243 c,exact,Kepler-243 c
Kepler-244 b,Kepler-244 b,exact,Kepler-244 b
Kepler-244 c,Kepler-244 c,exact,Kepler-244 c
Kepler-244 d,Kepler-244 d,exact,Kepler-244 d
Kepler-245 b,Kepler-245 b,exact,Kepler-245 b
Kepler-245 c,Kepler-245 c,exact,Kepler-245 c
Kepler-245 d,Kepler-245 d,exact,Kepler-245 d
Kepler-245 e,Kepler-245 e,exact,Kepler-245 e
Kepler-246 b,Kepler-246 b,exact,Kepler-246 b
Kepler-246 c,Kepler-246 c,exact,Kepler-246 c
Kepler-247 b,Kepler-247 b,exact,Kepler-247 b
Kepler-247 c,Kepler-247 c,exact,Kepler-247 c
Kepler-247 d,Kepler-247 d,exact,Kepler-247 d
Kepler-248 b,Kepler-248 b,exact,Kepler-248 b
Kepler-248 c,Kepler-248 c,exact,Kepler-248 c
Kepler-249 b,Kepler-249 b,exact,Kepler-249 b
Kepler-249 c,Kepler-249 c,exact,Kepler-249 c
Kepler-249 d,Kepler-249 d,exact,Kepler-249 d
Kepler-25 b,Kepler-25 b,exact,Kepler-25 b
Kepler-25 c,Kepler-25 c,exact,Kepler-25 c
Kepler-25 d,Kepler-25 d,exact,Kepler-25 d
Kepler-250 b,Kepler-250 b,exact,Kepler-250 b
Kepler-250 c,Kepler-250 c,exact,Kepler-250 c
Kepler-250 d,Kepler-250 d,exact,Kepler-250 d
Kepler-251 b,Kepler-251 b,exact,Kepler-251 b
Kepler-251 c,Kepler-251 c,exact,Kepler-251 c
Kepler-251 d,Kepler-251 d,exact,Kepler-251 d
Kepler-251 e,Kepler-251 e,exact,Kepler-251 e
Kepler-252 b,Kepler-252 b,exact,Kepler-252 b
Kepler-252 c,Kepler-252 c,exact,Kepler-252 c
Kepler-253 b,Kepler-253 b,exact,Kepler-253 b
Kepler-253 c,Kepler-253 c,exact,Kepler-253 c
Kepler-253 d,Kepler-253 d,exact,Kepler-253 d
Kepler-254 b,Kepler-254 b,exact,Kepler-254 b
Kepler-254 c,Kepler-254 c,exact,Kepler-254 c
Kepler-254 d,Kepler-254 d,exact,Kepler-254 d
Kepler-255 b,Kepler-255 b,exact,Kepler-255 b
Kepler-255 c,Kepler-255 c,exact,Kepler-255 c
Kepler-255 d,Kepler-255 d,exact,Kepler-255 d
Kepler-256 b,Kepler-256 b,exact,Kepler-256 b
Kepler-256 c,Kepler-256 c,exact,Kepler-256 c
Kepler-256 d,Kepler-256 d,exact,Kepler-256 d
